city_development_index,relevent_experience,enrolled_university,education_level,major_discipline,experience,last_new_job,training_hours,training_hours_log,target
0.698,1,0,0.0,2,0,2,37,3.6375861597263857,0.0
0.92,1,1,0.0,0,3,0,170,5.14166355650266,0.0
0.924,1,2,0.0,0,0,0,77,4.356708826689592,0.0
0.92,0,0,0.0,0,3,1,6,1.9459101490553132,0.0
0.91,1,0,0.0,0,0,1,85,4.454347296253507,0.0
0.682,0,2,1.0,2,3,0,89,4.499809670330265,0.0
0.92,0,0,1.0,0,3,0,6,1.9459101490553132,1.0
0.926,1,0,0.0,0,3,1,16,2.833213344056216,0.0
0.92,1,0,0.0,0,3,2,262,5.572154032177765,0.0
0.92,1,0,0.0,5,3,1,45,3.828641396489095,0.0
0.92,1,0,0.0,0,3,1,8,2.1972245773362196,0.0
0.887,1,2,0.0,0,0,2,53,3.9889840465642745,0.0
0.55,1,0,0.0,0,3,0,47,3.871201010907891,0.0
0.926,0,1,2.0,2,3,3,72,4.290459441148391,0.0
0.624,1,0,0.0,0,2,3,36,3.6109179126442243,0.0
0.92,0,0,0.0,2,3,3,72,4.290459441148391,0.0
0.92,1,0,1.0,0,0,3,85,4.454347296253507,0.0
0.698,0,1,0.0,0,3,3,107,4.68213122712422,0.0
0.924,1,0,1.0,0,3,1,232,5.4510384535657,0.0
0.74,1,0,1.0,0,0,0,72,4.290459441148391,1.0
0.895,1,0,0.0,0,0,3,141,4.955827057601261,0.0
0.91,1,0,0.0,0,3,0,48,3.8918202981106265,0.0
0.92,1,0,0.0,0,3,0,21,3.091042453358316,0.0
0.91,1,0,4.0,0,3,3,4,1.6094379124341003,0.0
0.92,1,0,0.0,0,0,3,85,4.454347296253507,0.0
0.913,1,2,0.0,0,3,0,16,2.833213344056216,1.0
0.698,1,0,0.0,0,3,0,52,3.970291913552122,0.0
0.855,1,0,0.0,0,3,0,28,3.367295829986474,1.0
0.767,0,0,1.0,3,3,3,54,4.007333185232471,1.0
0.91,1,0,1.0,0,3,3,71,4.276666119016055,0.0
0.698,1,0,0.0,0,3,0,44,3.8066624897703196,0.0
0.897,1,0,0.0,2,0,0,15,2.772588722239781,0.0
0.92,0,0,0.0,0,3,0,17,2.8903717578961645,1.0
0.884,1,0,1.0,0,3,0,11,2.4849066497880004,0.0
0.624,1,0,1.0,0,3,0,36,3.6109179126442243,0.0
0.92,0,1,1.0,0,1,1,63,4.1588830833596715,0.0
0.762,0,2,0.0,0,3,3,20,3.044522437723423,0.0
0.624,0,0,0.0,2,3,3,61,4.127134385045092,1.0
0.926,0,2,1.0,0,2,3,39,3.6888794541139363,0.0
0.848,1,0,0.0,0,3,1,4,1.6094379124341003,0.0
0.92,1,0,0.0,1,3,0,7,2.0794415416798357,0.0
0.698,1,1,2.0,2,3,0,106,4.672828834461906,0.0
0.762,1,0,0.0,0,1,0,162,5.093750200806762,0.0
0.624,1,0,0.0,0,1,0,214,5.3706380281276624,1.0
0.924,1,0,1.0,0,3,0,28,3.367295829986474,0.0
0.91,1,0,1.0,0,3,0,8,2.1972245773362196,0.0
0.903,1,0,0.0,1,3,0,79,4.382026634673881,0.0
0.884,1,0,0.0,5,0,1,108,4.6913478822291435,0.0
0.6890000000000001,1,1,1.0,0,3,0,54,4.007333185232471,0.0
0.624,1,0,0.0,0,1,0,21,3.091042453358316,0.0
0.92,1,0,4.0,0,3,0,23,3.1780538303479458,0.0
0.92,0,0,0.0,0,3,2,19,2.995732273553991,0.0
0.89,1,0,0.0,0,3,0,96,4.574710978503383,0.0
0.926,1,0,1.0,0,3,0,17,2.8903717578961645,0.0
0.91,1,0,0.0,0,3,1,66,4.204692619390966,1.0
0.89,0,2,0.0,0,3,0,72,4.290459441148391,0.0
0.899,1,0,1.0,0,3,0,152,5.030437921392435,0.0
0.925,1,0,2.0,2,0,1,88,4.48863636973214,0.0
0.624,1,0,0.0,0,3,2,18,2.9444389791664403,0.0
0.924,1,0,0.0,0,3,0,54,4.007333185232471,0.0
0.92,0,0,0.0,0,0,1,2,1.0986122886681098,0.0
0.624,1,0,0.0,0,3,2,29,3.4011973816621555,0.0
0.92,1,0,0.0,0,3,3,22,3.1354942159291497,0.0
0.804,0,0,,2,3,3,78,4.3694478524670215,0.0
0.727,1,0,1.0,0,3,3,50,3.9318256327243257,0.0
0.624,1,0,0.0,0,3,1,43,3.784189633918261,0.0
0.802,1,0,0.0,3,3,0,73,4.30406509320417,0.0
0.698,1,0,1.0,0,3,1,46,3.8501476017100584,1.0
0.92,1,0,1.0,0,3,2,64,4.174387269895637,0.0
0.624,0,1,0.0,0,2,3,44,3.8066624897703196,1.0
0.92,1,0,0.0,0,0,2,44,3.8066624897703196,0.0
0.91,1,0,1.0,0,3,1,11,2.4849066497880004,0.0
0.8959999999999999,1,0,4.0,0,0,3,222,5.407171771460119,0.0
0.855,0,0,0.0,0,2,2,35,3.58351893845611,0.0
0.92,1,0,0.0,0,0,1,42,3.7612001156935624,1.0
0.92,1,2,1.0,0,3,3,13,2.6390573296152584,0.0
0.915,1,0,1.0,0,3,0,85,4.454347296253507,0.0
0.84,1,0,0.0,0,3,1,6,1.9459101490553132,0.0
0.8959999999999999,0,1,0.0,0,1,3,98,4.59511985013459,0.0
0.926,1,0,0.0,0,3,0,190,5.25227342804663,0.0
0.55,1,1,0.0,0,3,0,41,3.7376696182833684,1.0
0.92,1,0,0.0,0,0,0,116,4.762173934797756,0.0
0.926,1,0,1.0,0,3,0,83,4.430816798843313,0.0
0.624,1,0,0.0,0,2,3,8,2.1972245773362196,0.0
0.579,1,0,0.0,0,1,0,14,2.70805020110221,1.0
0.624,0,0,0.0,0,1,3,69,4.248495242049359,0.0
0.92,1,0,1.0,1,3,0,9,2.302585092994046,0.0
0.624,0,0,0.0,0,3,0,39,3.6888794541139363,1.0
0.925,1,0,0.0,0,3,3,44,3.8066624897703196,0.0
0.91,1,0,0.0,0,0,0,54,4.007333185232471,0.0
0.924,1,0,0.0,0,1,0,8,2.1972245773362196,0.0
0.92,1,0,0.0,0,3,0,11,2.4849066497880004,0.0
0.92,0,1,0.0,0,3,0,9,2.302585092994046,1.0
0.92,0,2,0.0,0,3,1,57,4.060443010546419,0.0
0.92,1,0,0.0,0,3,3,12,2.5649493574615367,0.0
0.92,1,0,1.0,0,0,3,26,3.295836866004329,0.0
0.624,0,0,0.0,5,2,0,14,2.70805020110221,1.0
0.624,1,0,0.0,0,3,0,29,3.4011973816621555,1.0
0.926,0,1,0.0,0,3,3,9,2.302585092994046,1.0
0.91,1,0,0.0,0,1,0,88,4.48863636973214,0.0
0.91,0,0,4.0,0,0,1,45,3.828641396489095,0.0
0.897,1,0,1.0,0,3,1,41,3.7376696182833684,0.0
0.743,1,0,1.0,0,1,2,31,3.4657359027997265,1.0
0.92,1,0,0.0,0,3,3,50,3.9318256327243257,1.0
0.92,1,1,0.0,0,3,0,37,3.6375861597263857,1.0
0.926,0,1,2.0,2,1,0,48,3.8918202981106265,0.0
0.624,0,1,,2,3,2,14,2.70805020110221,1.0
0.624,0,1,0.0,0,3,3,9,2.302585092994046,1.0
0.5579999999999999,1,0,0.0,0,3,2,61,4.127134385045092,0.0
0.624,1,0,1.0,0,3,2,41,3.7376696182833684,1.0
0.624,0,1,0.0,0,3,0,99,4.605170185988092,0.0
0.843,0,0,4.0,0,0,1,42,3.7612001156935624,0.0
0.92,0,0,0.0,1,3,1,51,3.9512437185814275,1.0
0.92,1,0,0.0,4,1,0,116,4.762173934797756,0.0
0.92,1,0,0.0,0,0,1,98,4.59511985013459,0.0
0.878,1,0,2.0,2,0,1,158,5.0689042022202315,0.0
0.735,0,0,0.0,0,3,2,113,4.736198448394496,1.0
0.855,1,0,0.0,0,0,1,26,3.295836866004329,0.0
0.897,1,0,1.0,0,0,1,22,3.1354942159291497,0.0
0.794,0,1,0.0,0,3,0,77,4.356708826689592,1.0
0.92,1,0,0.0,1,0,3,41,3.7376696182833684,0.0
0.8270000000000001,1,2,2.0,2,3,0,35,3.58351893845611,0.0
0.91,1,0,1.0,0,0,2,39,3.6888794541139363,0.0
0.926,1,0,0.0,0,3,0,1,0.6931471805599453,0.0
0.624,1,0,1.0,0,3,0,4,1.6094379124341003,1.0
0.556,1,1,0.0,0,3,2,192,5.262690188904886,1.0
0.8270000000000001,0,0,0.0,0,1,1,57,4.060443010546419,0.0
0.84,1,2,0.0,0,3,2,92,4.532599493153256,0.0
0.91,1,0,0.0,2,3,2,57,4.060443010546419,0.0
0.897,1,0,0.0,0,3,0,44,3.8066624897703196,0.0
0.92,0,2,0.0,0,3,0,202,5.313205979041787,0.0
0.855,1,0,0.0,0,3,3,16,2.833213344056216,0.0
0.92,1,0,0.0,3,3,0,29,3.4011973816621555,0.0
0.939,0,0,0.0,1,3,1,74,4.31748811353631,0.0
0.92,1,0,0.0,0,3,0,4,1.6094379124341003,0.0
0.624,1,0,0.0,0,3,2,37,3.6375861597263857,1.0
0.897,0,1,1.0,0,3,3,44,3.8066624897703196,1.0
0.92,1,0,0.0,4,3,2,55,4.02535169073515,0.0
0.92,1,0,0.0,0,3,2,20,3.044522437723423,0.0
0.92,0,0,,2,1,3,20,3.044522437723423,0.0
0.92,1,0,0.0,0,3,3,50,3.9318256327243257,0.0
0.92,1,0,0.0,0,0,0,66,4.204692619390966,0.0
0.664,1,0,0.0,0,2,0,188,5.241747015059643,1.0
0.738,1,1,0.0,0,3,3,40,3.713572066704308,0.0
0.727,0,2,1.0,0,3,0,91,4.5217885770490405,0.0
0.91,1,0,0.0,0,1,0,55,4.02535169073515,0.0
0.939,1,1,0.0,0,0,0,35,3.58351893845611,0.0
0.624,0,0,0.0,0,3,3,36,3.6109179126442243,0.0
0.92,1,0,0.0,0,0,1,28,3.367295829986474,0.0
0.74,0,1,0.0,0,3,0,62,4.143134726391533,1.0
0.754,0,1,0.0,2,3,0,57,4.060443010546419,0.0
0.926,1,2,0.0,0,3,1,110,4.709530201312334,0.0
0.92,1,0,0.0,0,1,2,39,3.6888794541139363,0.0
0.7759999999999999,1,0,1.0,0,3,0,25,3.258096538021482,1.0
0.92,0,0,0.0,2,1,3,110,4.709530201312334,0.0
0.884,1,0,1.0,0,1,0,31,3.4657359027997265,0.0
0.92,0,0,4.0,1,0,1,17,2.8903717578961645,0.0
0.624,0,0,0.0,0,3,0,154,5.043425116919247,1.0
0.897,1,0,1.0,0,3,3,132,4.890349128221754,0.0
0.897,1,0,1.0,4,3,1,11,2.4849066497880004,0.0
0.624,1,1,0.0,0,2,2,46,3.8501476017100584,1.0
0.92,0,2,0.0,0,3,0,39,3.6888794541139363,1.0
0.624,0,0,2.0,2,3,3,91,4.5217885770490405,1.0
0.897,1,2,0.0,0,3,3,20,3.044522437723423,0.0
0.925,1,0,0.0,0,3,0,32,3.4965075614664802,0.0
0.92,0,0,0.0,5,0,1,154,5.043425116919247,0.0
0.855,1,0,0.0,0,3,0,57,4.060443010546419,0.0
0.682,1,0,0.0,0,3,0,35,3.58351893845611,0.0
0.698,0,1,0.0,0,3,0,94,4.553876891600541,1.0
0.897,0,1,0.0,0,3,3,31,3.4657359027997265,1.0
0.91,1,2,2.0,2,3,0,12,2.5649493574615367,0.0
0.92,1,0,0.0,0,3,3,33,3.5263605246161616,0.0
0.91,0,0,2.0,2,3,3,34,3.5553480614894135,1.0
0.527,1,0,0.0,0,3,3,102,4.634728988229636,1.0
0.91,1,0,0.0,0,0,2,30,3.4339872044851463,0.0
0.91,1,0,0.0,0,3,1,80,4.394449154672439,1.0
0.949,0,0,1.0,3,3,1,23,3.1780538303479458,1.0
0.897,1,0,0.0,0,3,2,50,3.9318256327243257,0.0
0.698,0,0,0.0,2,3,0,33,3.5263605246161616,0.0
0.91,1,0,0.0,0,3,0,45,3.828641396489095,0.0
0.887,1,0,0.0,0,3,1,39,3.6888794541139363,0.0
0.92,1,0,0.0,0,3,0,334,5.814130531825066,0.0
0.939,1,1,2.0,2,3,0,28,3.367295829986474,0.0
0.92,0,0,2.0,2,3,3,44,3.8066624897703196,0.0
0.92,1,0,0.0,0,3,3,56,4.04305126783455,1.0
0.926,1,1,0.0,0,3,0,116,4.762173934797756,0.0
0.926,1,0,2.0,2,3,2,92,4.532599493153256,1.0
0.579,0,0,0.0,2,3,0,163,5.099866427824199,1.0
0.624,0,1,0.0,0,3,3,44,3.8066624897703196,1.0
0.926,1,0,1.0,0,0,3,55,4.02535169073515,0.0
0.897,1,0,0.0,0,3,3,25,3.258096538021482,0.0
0.91,0,1,1.0,0,3,3,83,4.430816798843313,1.0
0.743,0,0,0.0,0,2,3,54,4.007333185232471,0.0
0.92,1,0,0.0,0,3,0,52,3.970291913552122,0.0
0.624,1,1,0.0,0,3,1,52,3.970291913552122,0.0
0.738,1,0,0.0,0,3,0,47,3.871201010907891,0.0
0.926,1,1,0.0,0,3,3,34,3.5553480614894135,1.0
0.897,0,0,1.0,0,3,1,96,4.574710978503383,0.0
0.624,0,1,0.0,0,3,0,4,1.6094379124341003,0.0
0.926,1,2,0.0,0,3,2,26,3.295836866004329,0.0
0.754,1,0,0.0,3,3,3,30,3.4339872044851463,1.0
0.887,0,1,0.0,0,3,0,35,3.58351893845611,1.0
0.887,0,1,0.0,0,3,3,106,4.672828834461906,0.0
0.92,0,0,0.0,0,3,2,16,2.833213344056216,1.0
0.855,0,0,2.0,2,3,3,46,3.8501476017100584,0.0
0.884,1,0,1.0,0,1,0,55,4.02535169073515,0.0
0.92,1,0,0.0,0,3,0,71,4.276666119016055,0.0
0.92,1,0,0.0,0,0,1,34,3.5553480614894135,0.0
0.92,0,0,0.0,4,3,3,84,4.442651256490317,0.0
0.92,1,0,0.0,0,3,2,6,1.9459101490553132,0.0
0.624,1,0,0.0,0,3,0,129,4.867534450455582,0.0
0.92,1,0,1.0,2,0,1,90,4.51085950651685,1.0
0.92,1,0,0.0,2,0,0,232,5.4510384535657,0.0
0.624,1,0,1.0,0,3,2,26,3.295836866004329,0.0
0.624,1,0,1.0,0,3,3,110,4.709530201312334,1.0
0.8959999999999999,1,0,0.0,0,3,1,9,2.302585092994046,0.0
0.624,0,1,0.0,0,3,3,90,4.51085950651685,1.0
0.92,1,0,0.0,0,3,2,45,3.828641396489095,0.0
0.884,1,0,0.0,0,3,1,24,3.2188758248682006,0.0
0.91,1,0,0.0,0,3,0,256,5.54907608489522,0.0
0.926,1,2,2.0,2,1,0,20,3.044522437723423,0.0
0.804,1,0,0.0,0,2,0,18,2.9444389791664403,1.0
0.92,1,1,0.0,0,3,0,11,2.4849066497880004,0.0
0.624,1,0,0.0,0,3,1,45,3.828641396489095,1.0
0.804,1,0,4.0,0,3,3,11,2.4849066497880004,0.0
0.92,1,0,0.0,0,1,0,11,2.4849066497880004,0.0
0.899,1,0,2.0,2,3,0,34,3.5553480614894135,0.0
0.624,0,1,1.0,0,1,0,90,4.51085950651685,0.0
0.926,1,1,0.0,0,3,0,96,4.574710978503383,0.0
0.866,1,0,1.0,0,0,1,54,4.007333185232471,0.0
0.92,0,1,0.0,0,3,0,226,5.424950017481403,1.0
0.856,1,0,0.0,0,0,0,78,4.3694478524670215,0.0
0.92,1,0,1.0,4,0,2,110,4.709530201312334,0.0
0.624,1,0,1.0,0,3,1,11,2.4849066497880004,1.0
0.55,1,0,0.0,0,2,3,52,3.970291913552122,1.0
0.855,1,0,0.0,0,3,0,24,3.2188758248682006,0.0
0.92,0,1,1.0,1,3,3,174,5.1647859739235145,0.0
0.915,0,0,0.0,0,0,2,19,2.995732273553991,0.0
0.92,1,0,0.0,0,3,0,26,3.295836866004329,1.0
0.899,1,0,0.0,0,3,0,52,3.970291913552122,0.0
0.727,1,0,0.0,0,3,0,37,3.6375861597263857,0.0
0.691,1,1,0.0,0,2,3,32,3.4965075614664802,1.0
0.91,0,1,0.0,0,2,3,56,4.04305126783455,0.0
0.624,1,0,1.0,3,3,1,174,5.1647859739235145,1.0
0.624,1,1,0.0,0,3,0,98,4.59511985013459,0.0
0.949,1,0,0.0,0,0,1,6,1.9459101490553132,0.0
0.92,1,0,0.0,0,3,0,44,3.8066624897703196,0.0
0.92,1,0,1.0,0,3,0,11,2.4849066497880004,0.0
0.92,1,0,0.0,1,3,3,5,1.791759469228055,1.0
0.624,0,0,1.0,0,3,0,126,4.844187086458591,0.0
0.913,1,2,0.0,0,3,0,39,3.6888794541139363,0.0
0.624,1,1,0.0,0,3,1,41,3.7376696182833684,0.0
0.92,1,0,0.0,0,3,3,124,4.8283137373023015,0.0
0.624,1,0,0.0,0,3,0,26,3.295836866004329,1.0
0.92,1,0,0.0,1,3,0,140,4.948759890378168,0.0
0.624,1,2,0.0,0,3,3,17,2.8903717578961645,0.0
0.899,1,0,0.0,0,3,2,80,4.394449154672439,0.0
0.925,0,1,2.0,2,3,0,16,2.833213344056216,0.0
0.754,1,0,0.0,0,0,0,141,4.955827057601261,1.0
0.923,1,0,0.0,0,0,1,119,4.787491742782046,0.0
0.624,1,0,0.0,0,3,3,6,1.9459101490553132,1.0
0.925,1,0,0.0,0,3,3,80,4.394449154672439,0.0
0.92,1,0,0.0,0,3,2,30,3.4339872044851463,0.0
0.722,1,1,0.0,0,1,0,74,4.31748811353631,1.0
0.624,0,1,2.0,2,1,0,222,5.407171771460119,1.0
0.92,1,0,0.0,0,0,2,140,4.948759890378168,0.0
0.92,0,0,0.0,1,3,2,54,4.007333185232471,0.0
0.624,1,0,1.0,0,3,0,23,3.1780538303479458,1.0
0.92,1,0,0.0,0,3,0,44,3.8066624897703196,0.0
0.738,1,1,0.0,0,3,0,144,4.976733742420574,0.0
0.624,0,1,0.0,0,3,3,26,3.295836866004329,1.0
0.92,1,0,0.0,0,3,2,84,4.442651256490317,0.0
0.624,1,0,1.0,0,3,3,90,4.51085950651685,1.0
0.624,1,0,0.0,0,3,0,75,4.330733340286331,1.0
0.527,0,1,2.0,2,3,3,48,3.8918202981106265,1.0
0.624,1,0,0.0,0,3,0,14,2.70805020110221,0.0
0.682,0,1,2.0,2,1,3,29,3.4011973816621555,0.0
0.624,1,0,1.0,0,3,3,73,4.30406509320417,1.0
0.92,1,0,0.0,0,3,0,14,2.70805020110221,0.0
0.92,1,0,0.0,0,3,0,226,5.424950017481403,0.0
0.926,1,2,2.0,2,3,1,114,4.74493212836325,1.0
0.92,0,0,0.0,1,0,2,17,2.8903717578961645,0.0
0.92,1,0,0.0,0,3,2,26,3.295836866004329,0.0
0.92,1,0,0.0,0,3,2,34,3.5553480614894135,0.0
0.91,1,0,0.0,0,3,3,37,3.6375861597263857,0.0
0.624,0,0,0.0,0,3,0,33,3.5263605246161616,1.0
0.92,1,0,0.0,0,0,3,15,2.772588722239781,0.0
0.926,1,0,0.0,1,3,1,13,2.6390573296152584,0.0
0.895,1,0,0.0,0,0,1,152,5.030437921392435,0.0
0.926,1,0,1.0,0,3,0,126,4.844187086458591,0.0
0.6890000000000001,1,2,0.0,0,3,0,50,3.9318256327243257,0.0
0.92,1,0,0.0,0,3,2,178,5.187385805840755,0.0
0.624,1,0,1.0,0,1,2,17,2.8903717578961645,1.0
0.624,1,0,1.0,0,3,0,66,4.204692619390966,0.0
0.92,1,0,0.0,0,0,1,2,1.0986122886681098,0.0
0.691,1,1,0.0,0,3,0,26,3.295836866004329,0.0
0.884,1,0,0.0,0,3,0,200,5.303304908059076,0.0
0.762,0,2,0.0,3,3,0,74,4.31748811353631,1.0
0.91,1,0,0.0,0,0,1,84,4.442651256490317,0.0
0.926,0,1,1.0,0,3,0,62,4.143134726391533,0.0
0.92,1,0,1.0,1,3,1,192,5.262690188904886,0.0
0.8270000000000001,0,2,0.0,0,1,1,47,3.871201010907891,1.0
0.92,1,0,0.0,0,0,2,47,3.871201010907891,1.0
0.624,1,0,0.0,0,3,0,26,3.295836866004329,1.0
0.624,1,0,0.0,2,2,2,127,4.852030263919617,0.0
0.624,1,0,0.0,0,3,3,44,3.8066624897703196,0.0
0.624,0,1,0.0,0,1,0,91,4.5217885770490405,1.0
0.926,0,1,0.0,0,3,3,25,3.258096538021482,0.0
0.92,0,2,0.0,0,3,3,118,4.77912349311153,0.0
0.698,1,0,0.0,0,3,3,31,3.4657359027997265,0.0
0.92,1,0,1.0,0,3,3,75,4.330733340286331,0.0
0.92,1,0,0.0,0,3,0,10,2.3978952727983707,0.0
0.92,1,0,0.0,0,3,0,80,4.394449154672439,0.0
0.762,0,1,0.0,0,3,3,264,5.579729825986222,0.0
0.84,1,0,0.0,0,3,3,15,2.772588722239781,0.0
0.91,0,0,0.0,1,3,0,42,3.7612001156935624,1.0
0.624,1,0,0.0,0,2,0,102,4.634728988229636,1.0
0.762,1,0,0.0,0,3,2,43,3.784189633918261,1.0
0.897,0,1,0.0,0,2,0,87,4.477336814478207,0.0
0.878,1,0,1.0,0,3,0,60,4.110873864173311,0.0
0.624,1,0,0.0,0,3,3,20,3.044522437723423,0.0
0.624,0,0,1.0,0,3,1,64,4.174387269895637,0.0
0.92,1,0,0.0,0,3,2,106,4.672828834461906,0.0
0.698,0,0,0.0,2,3,3,45,3.828641396489095,0.0
0.92,1,0,0.0,0,3,3,51,3.9512437185814275,0.0
0.897,1,0,1.0,0,0,2,23,3.1780538303479458,0.0
0.794,1,0,0.0,0,1,2,44,3.8066624897703196,0.0
0.624,1,0,0.0,0,3,0,204,5.3230099791384085,0.0
0.92,1,0,0.0,0,3,1,14,2.70805020110221,0.0
0.92,0,1,0.0,0,3,0,39,3.6888794541139363,1.0
0.92,1,0,1.0,1,2,2,100,4.61512051684126,0.0
0.91,0,1,0.0,0,2,0,6,1.9459101490553132,1.0
0.89,1,0,0.0,0,3,0,82,4.418840607796598,0.0
0.802,0,1,0.0,0,3,0,36,3.6109179126442243,1.0
0.939,1,0,1.0,0,3,0,10,2.3978952727983707,0.0
0.624,0,0,0.0,2,3,3,44,3.8066624897703196,0.0
0.92,1,0,0.0,0,3,1,58,4.07753744390572,0.0
0.647,1,0,1.0,0,3,0,15,2.772588722239781,0.0
0.762,1,1,0.0,0,2,0,62,4.143134726391533,0.0
0.624,1,1,0.0,0,3,3,102,4.634728988229636,1.0
0.698,1,0,1.0,0,3,2,16,2.833213344056216,0.0
0.92,0,1,0.0,0,3,0,48,3.8918202981106265,1.0
0.624,1,0,0.0,0,1,3,34,3.5553480614894135,0.0
0.884,1,0,0.0,0,3,0,180,5.198497031265826,0.0
0.7659999999999999,1,0,1.0,0,3,3,37,3.6375861597263857,0.0
0.624,1,1,1.0,0,3,0,22,3.1354942159291497,1.0
0.92,1,0,0.0,0,3,0,39,3.6888794541139363,1.0
0.897,1,0,1.0,0,3,2,72,4.290459441148391,0.0
0.555,1,0,0.0,0,2,0,134,4.90527477843843,1.0
0.924,1,0,0.0,0,3,1,31,3.4657359027997265,1.0
0.939,1,0,2.0,2,0,1,57,4.060443010546419,0.0
0.92,1,0,0.0,0,0,0,78,4.3694478524670215,1.0
0.926,0,0,0.0,1,0,2,50,3.9318256327243257,0.0
0.91,1,0,0.0,1,3,0,140,4.948759890378168,0.0
0.92,1,0,0.0,2,3,3,9,2.302585092994046,1.0
0.92,0,1,2.0,2,1,0,14,2.70805020110221,0.0
0.926,1,0,0.0,0,3,2,23,3.1780538303479458,0.0
0.884,1,2,0.0,2,3,2,57,4.060443010546419,0.0
0.624,1,0,0.0,0,3,0,58,4.07753744390572,1.0
0.92,0,1,0.0,2,1,3,42,3.7612001156935624,0.0
0.92,1,0,0.0,1,3,0,7,2.0794415416798357,0.0
0.91,1,0,1.0,0,3,2,44,3.8066624897703196,0.0
0.939,1,0,1.0,0,3,1,67,4.219507705176107,0.0
0.92,1,0,0.0,0,3,1,83,4.430816798843313,0.0
0.624,1,0,1.0,0,1,0,20,3.044522437723423,1.0
0.91,1,0,0.0,0,3,1,64,4.174387269895637,1.0
0.884,1,0,0.0,0,2,0,312,5.746203190540153,0.0
0.92,1,0,0.0,0,0,1,192,5.262690188904886,0.0
0.91,1,0,1.0,0,2,2,65,4.189654742026425,0.0
0.92,0,1,0.0,0,2,0,96,4.574710978503383,0.0
0.92,1,0,0.0,0,0,2,46,3.8501476017100584,0.0
0.939,1,0,0.0,0,0,2,32,3.4965075614664802,1.0
0.897,0,0,1.0,0,3,3,15,2.772588722239781,0.0
0.762,0,0,0.0,0,2,0,44,3.8066624897703196,1.0
0.625,0,1,0.0,2,3,3,42,3.7612001156935624,0.0
0.926,1,0,1.0,0,3,2,268,5.594711379601839,0.0
0.91,1,0,0.0,0,3,0,33,3.5263605246161616,0.0
0.884,1,2,0.0,0,1,0,7,2.0794415416798357,0.0
0.624,1,0,0.0,0,3,0,99,4.605170185988092,1.0
0.802,1,0,1.0,0,3,0,45,3.828641396489095,1.0
0.91,1,0,0.0,1,3,0,76,4.343805421853684,0.0
0.897,1,0,1.0,0,0,1,17,2.8903717578961645,0.0
0.91,0,1,1.0,0,2,0,33,3.5263605246161616,0.0
0.91,1,0,1.0,0,3,0,56,4.04305126783455,0.0
0.624,1,1,1.0,0,3,0,7,2.0794415416798357,0.0
0.624,0,1,1.0,0,3,3,27,3.332204510175204,1.0
0.836,1,0,0.0,0,2,0,53,3.9889840465642745,0.0
0.55,1,2,0.0,0,2,0,97,4.584967478670572,0.0
0.91,1,0,0.0,2,3,0,11,2.4849066497880004,0.0
0.624,1,1,1.0,0,3,0,10,2.3978952727983707,1.0
0.802,1,0,0.0,0,3,3,141,4.955827057601261,0.0
0.624,1,0,0.0,0,3,0,6,1.9459101490553132,0.0
0.624,1,0,0.0,0,3,0,87,4.477336814478207,1.0
0.92,1,0,0.0,0,0,2,54,4.007333185232471,1.0
0.91,1,0,0.0,0,1,2,68,4.23410650459726,0.0
0.624,1,0,0.0,0,2,3,23,3.1780538303479458,0.0
0.926,0,0,4.0,0,3,1,52,3.970291913552122,1.0
0.92,1,0,4.0,0,0,3,31,3.4657359027997265,0.0
0.754,0,0,0.0,2,3,0,63,4.1588830833596715,1.0
0.926,1,1,0.0,2,3,0,35,3.58351893845611,0.0
0.767,1,1,0.0,0,3,0,174,5.1647859739235145,0.0
0.926,1,0,0.0,0,3,3,42,3.7612001156935624,0.0
0.624,1,0,0.0,0,3,0,47,3.871201010907891,1.0
0.624,0,1,0.0,0,3,3,80,4.394449154672439,0.0
0.91,1,0,4.0,0,0,1,123,4.820281565605037,0.0
0.897,0,1,1.0,0,1,0,46,3.8501476017100584,0.0
0.74,1,0,0.0,0,3,0,58,4.07753744390572,1.0
0.624,0,1,2.0,2,3,3,44,3.8066624897703196,1.0
0.802,1,0,0.0,0,2,3,46,3.8501476017100584,0.0
0.8270000000000001,1,0,0.0,2,3,3,107,4.68213122712422,0.0
0.92,0,1,0.0,0,3,2,24,3.2188758248682006,1.0
0.926,1,0,1.0,3,3,3,63,4.1588830833596715,0.0
0.92,1,0,0.0,0,1,0,55,4.02535169073515,1.0
0.92,1,0,0.0,0,3,2,6,1.9459101490553132,0.0
0.91,0,1,0.0,0,3,2,66,4.204692619390966,0.0
0.624,1,0,0.0,0,0,0,182,5.209486152841421,1.0
0.624,1,0,1.0,0,3,0,35,3.58351893845611,1.0
0.91,1,0,1.0,0,3,2,138,4.9344739331306915,0.0
0.624,1,0,0.0,0,3,0,24,3.2188758248682006,1.0
0.92,0,0,0.0,5,2,0,120,4.795790545596741,0.0
0.92,1,0,0.0,0,0,1,55,4.02535169073515,0.0
0.91,1,0,0.0,0,3,2,45,3.828641396489095,0.0
0.7659999999999999,1,2,0.0,0,3,2,210,5.351858133476067,0.0
0.743,0,0,1.0,0,3,0,4,1.6094379124341003,0.0
0.92,0,0,2.0,2,3,3,48,3.8918202981106265,0.0
0.903,1,1,0.0,0,3,3,4,1.6094379124341003,0.0
0.738,1,0,0.0,0,0,3,54,4.007333185232471,0.0
0.884,1,1,1.0,0,3,0,23,3.1780538303479458,0.0
